지점,일시,강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),지면온도(°C)
108,2019-03-14 17:00,,2,250,31,1010.4,11.5
108,2019-03-14 18:00,,1.5,180,31,1009.6,8.5
108,2019-03-14 19:00,,1.2,160,30,1009.7,6.8
108,2019-03-14 20:00,,3.5,200,35,1009.6,6.9
108,2019-03-14 21:00,0,2.5,200,53,1009.9,6.5
108,2019-03-14 22:00,,2.9,230,66,1010.4,5.4
108,2019-03-14 23:00,,2.1,200,71,1010.7,6.1
108,2019-03-15 0:00,,1.9,270,77,1010.7,5.3
108,2019-03-15 1:00,,1.8,270,81,1010.5,4.4
108,2019-03-15 2:00,,0.9,270,82,1010.5,3.3
108,2019-03-15 3:00,,2.2,270,83,1010.3,3.8
108,2019-03-15 4:00,,1.3,290,84,1009.6,2.9
108,2019-03-15 5:00,,1.3,270,83,1009.5,4
108,2019-03-15 6:00,,1.3,230,79,1009.3,2.5
108,2019-03-15 7:00,,0.4,0,82,1009.1,1.2
108,2019-03-15 8:00,,0.7,160,80,1009.2,4.5
108,2019-03-15 9:00,,0.6,340,73,1009.2,9.1
108,2019-03-15 10:00,,1.3,160,60,1008.7,18.5
108,2019-03-15 11:00,,1.5,200,51,1008.5,17.6
108,2019-03-15 12:00,,1.5,160,49,1007.2,16.6
108,2019-03-15 13:00,,2.8,250,30,1006.3,16
108,2019-03-15 14:00,,2.1,250,28,1004.8,17.3
108,2019-03-15 15:00,,2.1,200,26,1003.2,27.5
108,2019-03-15 16:00,,1.4,110,28,1001.4,15.9
108,2019-03-15 17:00,,4,230,69,1002.7,5.1
108,2019-03-15 18:00,1.8,1.6,90,87,1002.3,5
108,2019-03-15 19:00,,1.2,70,92,1003.2,0.7
108,2019-03-15 20:00,,0.6,90,93,1004.2,3.7
108,2019-03-15 21:00,1.7,1.1,50,93,1005.2,3.1
108,2019-03-15 22:00,,0.7,50,88,1006.2,2.5
108,2019-03-15 23:00,,2.4,320,86,1006.6,1.1
108,2019-03-16 0:00,0,1.9,270,92,1007.3,0.3
108,2019-03-16 1:00,,1.9,290,93,1008.3,0
108,2019-03-16 2:00,,1.8,320,92,1008.6,0.3
108,2019-03-16 3:00,,0.6,360,91,1008.9,0
108,2019-03-16 4:00,,0.3,0,93,1009.2,0
108,2019-03-16 5:00,,0.7,20,94,1009.6,0
108,2019-03-16 6:00,,0.3,0,95,1010.8,0
108,2019-03-16 7:00,,0.5,20,95,1011.1,0
108,2019-03-16 8:00,,0.9,110,88,1010.9,0.4
108,2019-03-16 9:00,,1.6,160,79,1010.9,4
108,2019-03-16 10:00,,1.7,180,76,1011.4,7.5
108,2019-03-16 11:00,,0.8,180,69,1011.2,10.2
108,2019-03-16 12:00,,2.5,200,57,1010.5,17.6
108,2019-03-16 13:00,,2.7,200,48,1009.7,15.4
108,2019-03-16 14:00,,3.4,270,42,1009,15.7
108,2019-03-16 15:00,,4.5,290,50,1008.8,13.4
108,2019-03-16 16:00,,3.5,270,45,1008.9,10.9
108,2019-03-16 17:00,,3.6,290,47,1008.6,9.7
108,2019-03-16 18:00,,3.1,270,50,1008.9,6.8
108,2019-03-16 19:00,,2.5,270,59,1009.3,5
108,2019-03-16 20:00,,2.5,290,61,1009.6,4.4
108,2019-03-16 21:00,,1.9,290,64,1009.7,3.7
108,2019-03-16 22:00,,1.8,320,66,1010.2,2.1
108,2019-03-16 23:00,,1,320,70,1010.4,1.1
108,2019-03-17 0:00,,0.7,340,73,1010.4,0.7
108,2019-03-17 1:00,,0.7,290,73,1010.3,1.5
108,2019-03-17 2:00,,0.5,340,74,1010.7,1.3
108,2019-03-17 3:00,,0.9,290,78,1010.9,0.6
108,2019-03-17 4:00,,1.7,290,80,1010.7,0.3
108,2019-03-17 5:00,,0.4,0,83,1010.8,0.1
108,2019-03-17 6:00,,1.3,290,82,1011,0.2
108,2019-03-17 7:00,,0.9,320,83,1011.7,0.2
108,2019-03-17 8:00,,1.2,290,81,1012.5,2.5
108,2019-03-17 9:00,,2.5,320,76,1013.6,6
108,2019-03-17 10:00,,2.5,290,69,1014,14.4
108,2019-03-17 11:00,,2.6,290,50,1014,19.8
108,2019-03-17 12:00,,2.9,320,37,1013.9,22.7
108,2019-03-17 13:00,,4,290,30,1013.6,24.3
108,2019-03-17 14:00,,2.9,290,24,1012.7,26.3
108,2019-03-17 15:00,,4.3,270,26,1012.3,24.8
108,2019-03-17 16:00,,2.7,250,28,1012,22.5
108,2019-03-17 17:00,,2.3,270,32,1011.7,17.8
108,2019-03-17 18:00,,3.4,290,37,1012.1,11.1
108,2019-03-17 19:00,,2.9,290,40,1012.5,7.1
108,2019-03-17 20:00,,2.2,270,44,1013,5.2
108,2019-03-17 21:00,,1.8,250,48,1013.6,3.8
108,2019-03-17 22:00,,2.1,290,52,1013.6,2.8
108,2019-03-17 23:00,,1.3,290,56,1013.5,1.8
108,2019-03-18 0:00,,0.7,290,59,1013.1,0.8
108,2019-03-18 1:00,,1.3,290,59,1013.1,0.4
108,2019-03-18 2:00,,1.5,290,62,1013,0
108,2019-03-18 3:00,,0.9,290,68,1012.3,-0.3
108,2019-03-18 4:00,,0.4,0,71,1012,-0.3
108,2019-03-18 5:00,,0.7,320,72,1012.3,-0.5
108,2019-03-18 6:00,,0.6,320,74,1012.3,-0.7
108,2019-03-18 7:00,,0.9,20,77,1012.2,-0.7
108,2019-03-18 8:00,,1.1,20,66,1012.4,-0.1
108,2019-03-18 9:00,,1.3,50,56,1012.4,5
108,2019-03-18 10:00,,1.5,160,40,1011.8,13.8
108,2019-03-18 11:00,,0.9,180,32,1010.8,16.4
108,2019-03-18 12:00,,1.5,160,26,1009.7,22.8
108,2019-03-18 13:00,,2.4,230,24,1008.9,25
108,2019-03-18 14:00,,2,270,21,1007.9,24.4
108,2019-03-18 15:00,,2.6,270,24,1007.4,23.3
108,2019-03-18 16:00,,2.4,250,25,1007.3,20
108,2019-03-18 17:00,,3.4,270,29,1007.3,14.5
108,2019-03-18 18:00,,2.2,290,29,1007.3,10.8
108,2019-03-18 19:00,,1.3,270,30,1007.1,7.7
108,2019-03-18 20:00,,0.9,230,33,1007.1,6.3
108,2019-03-18 21:00,,0.9,270,34,1007.1,5
108,2019-03-18 22:00,,0.4,0,37,1007.2,4.2
108,2019-03-18 23:00,,0.8,360,39,1006.8,3.3
108,2019-03-19 0:00,,1,20,39,1006.4,2.9
108,2019-03-19 1:00,,0.6,70,40,1006.2,2.4
108,2019-03-19 2:00,,0.5,20,40,1006,1.8
108,2019-03-19 3:00,,0.6,20,46,1005.7,1.1
108,2019-03-19 4:00,,0.7,20,47,1005.6,0.5
108,2019-03-19 5:00,,0.4,0,47,1005.9,0.1
108,2019-03-19 6:00,,1.2,20,50,1006.1,0
108,2019-03-19 7:00,,1.1,20,51,1006.7,0.3
108,2019-03-19 8:00,,1.3,50,48,1007.1,2.6
108,2019-03-19 9:00,,1.4,50,41,1007.5,6.3
108,2019-03-19 10:00,,1,70,32,1007.5,13.5
108,2019-03-19 11:00,,1.2,140,22,1007.4,19.3
108,2019-03-19 12:00,,1.9,230,24,1007.2,19.5
108,2019-03-19 13:00,,1.6,180,31,1006.5,22.1
108,2019-03-19 14:00,,3,270,35,1005.9,26.3
108,2019-03-19 15:00,,2.3,250,41,1005.3,25.8
108,2019-03-19 16:00,,2.8,250,46,1005.5,22.7
108,2019-03-19 17:00,,1.8,250,50,1004.7,18.8
108,2019-03-19 18:00,,2.3,270,57,1005.1,14
108,2019-03-19 19:00,,2.9,270,65,1005.8,10.8
108,2019-03-19 20:00,,2.3,250,72,1006.4,9.3
108,2019-03-19 21:00,,1.5,290,76,1007,7.9
108,2019-03-19 22:00,,0.5,20,79,1007,6.5
108,2019-03-19 23:00,,1.3,290,79,1007.9,5.9
108,2019-03-20 0:00,,0.3,0,81,1007.7,5.1
108,2019-03-20 1:00,,0.6,50,83,1007.5,5.2
108,2019-03-20 2:00,,0.8,20,82,1007.7,4.9
108,2019-03-20 3:00,,1.3,20,84,1006.7,4.8
108,2019-03-20 4:00,,1,50,85,1006,4.1
108,2019-03-20 5:00,,0.7,70,84,1005.5,3.6
108,2019-03-20 6:00,,0.7,90,84,1005.2,3.9
108,2019-03-20 7:00,,0.9,110,80,1004.8,4.7
108,2019-03-20 8:00,,0.9,90,75,1005,7
108,2019-03-20 9:00,,1.7,70,69,1004.8,9.7
108,2019-03-20 10:00,,1.9,90,63,1004,11.9
108,2019-03-20 11:00,,1.4,90,57,1002.8,13
108,2019-03-20 12:00,,1.4,70,52,1002.4,13.8
108,2019-03-20 13:00,,1.4,90,44,1001.5,14.3
108,2019-03-20 14:00,,1.1,360,44,1001.4,13
108,2019-03-20 15:00,0.5,1.7,270,63,999.7,11.1
108,2019-03-20 16:00,,1.6,180,77,998.2,10.5
108,2019-03-20 17:00,,1.4,70,87,996.7,10
108,2019-03-20 18:00,2.4,1,70,88,996.5,9.5
108,2019-03-20 19:00,,1.5,70,93,995,9.1
108,2019-03-20 20:00,,2.4,90,94,993.6,9
108,2019-03-20 21:00,7.5,1.8,90,96,992.9,8.9
108,2019-03-20 22:00,,1.6,90,96,991.9,8.9
108,2019-03-20 23:00,,2.3,90,96,990.8,8.8
108,2019-03-21 0:00,6.1,1.7,90,96,990.2,8.8
108,2019-03-21 1:00,,0.8,90,97,989.6,8.8
108,2019-03-21 2:00,,0.7,70,97,989.9,8.8
108,2019-03-21 3:00,1.3,0.4,0,97,989.6,8.9
108,2019-03-21 4:00,,3.1,250,97,990.7,9
108,2019-03-21 5:00,,2.6,200,97,991.6,8.4
108,2019-03-21 6:00,2,1.7,200,97,992.7,8.1
108,2019-03-21 7:00,,1.3,230,97,993.2,8.1
108,2019-03-21 8:00,,2.1,230,97,993.8,8.4
108,2019-03-21 9:00,0,2.6,250,97,995.8,8.4
108,2019-03-21 10:00,,3.8,270,97,996.9,9.9
108,2019-03-21 11:00,,3.6,270,92,996.8,10.6
108,2019-03-21 12:00,,3.8,270,78,997.2,12
108,2019-03-21 13:00,,3.8,270,71,997.3,15.4
108,2019-03-21 14:00,,3.5,270,71,997.4,16.2
108,2019-03-21 15:00,,4.2,270,68,998,14
108,2019-03-21 16:00,,3.2,320,59,999.1,11.6
108,2019-03-21 17:00,,4.9,320,57,1000.7,9.3
108,2019-03-21 18:00,,3.4,290,55,1001.6,6.7
108,2019-03-21 19:00,,4.6,290,56,1002.4,3.6
108,2019-03-21 20:00,,3.3,290,59,1003.1,2.5
108,2019-03-21 21:00,,3.3,290,64,1003.8,1.9
108,2019-03-21 22:00,,2.7,270,65,1004.7,1.4
108,2019-03-21 23:00,,3.6,290,62,1005.5,0.8
108,2019-03-22 0:00,,2.4,290,63,1006.2,0.4
108,2019-03-22 1:00,,1.4,360,61,1006.6,0
108,2019-03-22 2:00,,2.2,340,62,1006.7,0.1
108,2019-03-22 3:00,,1.9,340,62,1007,0.1
108,2019-03-22 4:00,,2,340,62,1007,0
108,2019-03-22 5:00,,1.2,250,60,1007.6,0
108,2019-03-22 6:00,,2.3,290,58,1007.9,-0.2
108,2019-03-22 7:00,,2.7,320,55,1008.9,-0.4
108,2019-03-22 8:00,,3.5,320,53,1009.7,-0.4
108,2019-03-22 9:00,,2.9,320,50,1010.2,-0.1
108,2019-03-22 10:00,,2.3,290,41,1010.6,8.8
108,2019-03-22 11:00,,3.2,340,38,1010.4,14.9
108,2019-03-22 12:00,,3.6,320,34,1009.9,18.6
108,2019-03-22 13:00,,3.6,320,30,1009.4,20.6
108,2019-03-22 14:00,,3.3,290,27,1008.7,21.6
108,2019-03-22 15:00,,3.8,340,25,1008.2,20.3
108,2019-03-22 16:00,,4,270,21,1008.3,17.9
108,2019-03-22 17:00,,4.9,290,23,1008.3,13.5
108,2019-03-22 18:00,,4,290,23,1008.6,7.2
108,2019-03-22 19:00,,3.9,290,31,1009.4,3.9
108,2019-03-22 20:00,,3.7,270,33,1010.2,2.7
108,2019-03-22 21:00,,3.8,290,35,1011.2,1.8
108,2019-03-22 22:00,,1.9,340,38,1011.6,1.1
108,2019-03-22 23:00,,2.1,340,39,1011.9,0.4
108,2019-03-23 0:00,,2,320,40,1011.8,-0.2
108,2019-03-23 1:00,,1.5,290,42,1011.5,0
108,2019-03-23 2:00,,1,270,44,1011.5,-0.1
108,2019-03-23 3:00,,1.1,270,45,1011.3,-0.3
108,2019-03-23 4:00,,1.5,290,45,1011.3,-0.5
108,2019-03-23 5:00,,0.8,320,53,1011.1,-0.8
108,2019-03-23 6:00,,0.6,320,55,1011.2,-1
108,2019-03-23 7:00,,0.5,360,56,1011.2,-1
108,2019-03-23 8:00,,0.7,180,49,1011.1,-0.1
108,2019-03-23 9:00,,2.4,230,58,1011.2,0.9
108,2019-03-23 10:00,,3,230,59,1010.5,8.4
108,2019-03-23 11:00,,3,200,55,1009,9.6
108,2019-03-23 12:00,0,5.2,270,64,1009.6,5.3
108,2019-03-23 13:00,,2,250,84,1008.2,14.8
108,2019-03-23 14:00,,3,320,70,1008.1,15.8
108,2019-03-23 15:00,1.7,4,320,48,1007.9,15.5
108,2019-03-23 16:00,,4.7,320,35,1007.9,11.2
108,2019-03-23 17:00,,4.2,320,27,1008,11.4
108,2019-03-23 18:00,,4.7,320,28,1008.4,5.1
108,2019-03-23 19:00,,3.5,290,34,1009.5,2.2
108,2019-03-23 20:00,,2.8,290,37,1010.2,1
108,2019-03-23 21:00,,2,270,38,1011.1,0.2
108,2019-03-23 22:00,,2.5,290,36,1011.7,0.3
108,2019-03-23 23:00,,1.5,270,36,1012.3,0.2
108,2019-03-24 0:00,,1.9,270,39,1012.3,0
108,2019-03-24 1:00,,1.1,320,44,1012.4,-0.1
108,2019-03-24 2:00,,0.8,270,47,1012.3,-0.4
108,2019-03-24 3:00,,0.1,0,52,1011.8,-0.7
108,2019-03-24 4:00,,0.8,290,52,1011.5,-1
108,2019-03-24 5:00,,0.9,290,57,1011.6,-1.3
108,2019-03-24 6:00,,1.7,290,56,1011.8,-1.5
108,2019-03-24 7:00,,1.3,270,62,1011.8,-1.5
108,2019-03-24 8:00,,1.4,290,48,1012.2,-1
108,2019-03-24 9:00,,2,290,42,1012.4,-0.2
108,2019-03-24 10:00,,2.6,270,35,1012.4,7.1
108,2019-03-24 11:00,,1.8,230,30,1012,15.6
108,2019-03-24 12:00,,3.4,250,33,1011.4,19.3
108,2019-03-24 13:00,,4.4,200,31,1010.6,20.8
108,2019-03-24 14:00,,4.3,250,30,1009.9,20.9
108,2019-03-24 15:00,,4.3,270,32,1009.3,21.2
108,2019-03-24 16:00,,3.9,270,39,1009.1,19.1
108,2019-03-24 17:00,,3.8,270,34,1008.7,15.4
108,2019-03-24 18:00,,3.2,230,31,1008.6,8.5
108,2019-03-24 19:00,,2.7,230,41,1008.7,4.9
108,2019-03-24 20:00,,3.5,200,57,1009.4,3.4
108,2019-03-24 21:00,,2,230,54,1009.5,2.3
108,2019-03-24 22:00,,2.1,230,57,1010.1,1.7
108,2019-03-24 23:00,,2.2,250,61,1009.9,1.4
108,2019-03-25 0:00,,1.8,230,63,1009.9,1
108,2019-03-25 1:00,,1.3,230,64,1009.4,1.7
108,2019-03-25 2:00,,1,50,65,1008.9,1.7
108,2019-03-25 3:00,,1.1,50,67,1008.2,1.2
108,2019-03-25 4:00,,1,70,66,1007.7,2.4
108,2019-03-25 5:00,,0.9,90,66,1007.4,3
108,2019-03-25 6:00,,0.9,90,66,1007.2,3.2
108,2019-03-25 7:00,,2,90,67,1007.1,3
108,2019-03-25 8:00,,0.6,110,65,1007.4,4
108,2019-03-25 9:00,,1.1,110,60,1007.6,7.7
108,2019-03-25 10:00,,1.5,50,57,1007.5,10
108,2019-03-25 11:00,,1,20,55,1007.2,10
108,2019-03-25 12:00,,0.9,20,50,1006.5,11.8
108,2019-03-25 13:00,,3.1,230,51,1006.2,10.5
108,2019-03-25 14:00,,3,230,50,1005.7,10.5
108,2019-03-25 15:00,,4.6,250,48,1005.5,10.3
108,2019-03-25 16:00,,4.6,230,46,1005,12.7
108,2019-03-25 17:00,,4.5,230,46,1004.8,11.3
108,2019-03-25 18:00,,3.1,230,44,1005.2,8.5
108,2019-03-25 19:00,,2.6,230,46,1005.4,6.1
108,2019-03-25 20:00,,2.7,230,48,1005.8,5
108,2019-03-25 21:00,,2.7,200,53,1006.3,4.3
108,2019-03-25 22:00,,1.5,180,56,1006.3,3.6
108,2019-03-25 23:00,,1.4,230,55,1006.6,3.8
108,2019-03-26 0:00,,2.8,200,61,1006.5,4.4
108,2019-03-26 1:00,,2.5,180,70,1006.5,5.4
108,2019-03-26 2:00,,1.9,270,75,1006.3,5.8
108,2019-03-26 3:00,,1.7,250,78,1006,6
108,2019-03-26 4:00,,0.9,250,79,1005.7,6
108,2019-03-26 5:00,,2,180,80,1005.5,6.1
108,2019-03-26 6:00,,1.6,270,82,1006.5,6.2
108,2019-03-26 7:00,,1.4,200,82,1006.9,6.3
108,2019-03-26 8:00,,1.6,290,79,1007.6,7.5
108,2019-03-26 9:00,,0.9,290,71,1007.6,9.8
108,2019-03-26 10:00,,1.6,230,61,1008.2,16.6
108,2019-03-26 11:00,,1.8,270,47,1008.5,21.6
108,2019-03-26 12:00,,2.8,290,30,1008.3,25.2
108,2019-03-26 13:00,,2.4,270,30,1007.8,27.7
108,2019-03-26 14:00,,2.4,270,27,1007.1,29.3
108,2019-03-26 15:00,,2.8,270,27,1006.7,28.7
108,2019-03-26 16:00,,1.6,250,25,1006.3,26.3
108,2019-03-26 17:00,,2.6,270,24,1006,22
108,2019-03-26 18:00,,2.6,270,31,1006.2,15.8
108,2019-03-26 19:00,,1.4,270,37,1006,11.6
108,2019-03-26 20:00,,1.9,290,39,1006,9.2
108,2019-03-26 21:00,,2.3,270,38,1006.8,7.9
108,2019-03-26 22:00,,2.4,270,38,1006.9,7.1
108,2019-03-26 23:00,,1.1,250,40,1006.7,6.3
108,2019-03-27 0:00,,0.8,250,52,1006.5,5.3
108,2019-03-27 1:00,,3.2,200,47,1006,5.6
108,2019-03-27 2:00,,1.2,250,50,1006.1,5.7
108,2019-03-27 3:00,,3,200,62,1005.4,6.9
108,2019-03-27 4:00,,3.1,230,71,1004.6,6.5
108,2019-03-27 5:00,,2.6,200,74,1004.3,6.5
108,2019-03-27 6:00,,2,200,76,1004.5,6.7
108,2019-03-27 7:00,,2.1,200,75,1004.3,7.8
108,2019-03-27 8:00,,3.5,200,72,1004,9
108,2019-03-27 9:00,,2.1,200,66,1003.4,12.1
108,2019-03-27 10:00,,3.4,200,61,1002.8,14.9
108,2019-03-27 11:00,,3.2,230,53,1002.1,18.3
108,2019-03-27 12:00,,5.1,230,49,1001,21.4
108,2019-03-27 13:00,,4.4,250,49,1000.7,18.9
108,2019-03-27 14:00,,4.3,230,49,999.9,20.1
108,2019-03-27 15:00,,5.1,230,49,999.5,17.8
108,2019-03-27 16:00,,5.2,230,55,999.2,14.6
108,2019-03-27 17:00,,3.4,200,64,998.9,13.2
108,2019-03-27 18:00,,3.5,230,70,999.2,12
108,2019-03-27 19:00,,3.4,250,74,1000.3,10.9
108,2019-03-27 20:00,,1.5,230,76,1000.6,10.3
108,2019-03-27 21:00,,2.7,250,77,1001.5,9.6
108,2019-03-27 22:00,,2.3,270,78,1002.1,9.4
108,2019-03-27 23:00,,1.8,230,79,1002.6,9
108,2019-03-28 0:00,,2.1,200,82,1003.4,8.9
108,2019-03-28 1:00,,2.6,270,82,1003.4,8.6
108,2019-03-28 2:00,,1.4,230,84,1002.9,7.6
108,2019-03-28 3:00,,3.4,290,85,1002.8,7.1
108,2019-03-28 4:00,,3.5,290,84,1003,6.3
108,2019-03-28 5:00,,2.1,340,80,1003.1,5.1
108,2019-03-28 6:00,,3.5,290,83,1003.3,4.5
108,2019-03-28 7:00,,0.9,200,85,1003.7,4.4
108,2019-03-28 8:00,,2,290,79,1003.8,5.8
108,2019-03-28 9:00,,1.8,290,65,1004.1,9.3
108,2019-03-28 10:00,,1.6,290,56,1003.9,14.6
108,2019-03-28 11:00,,3.2,200,52,1004,19.4
108,2019-03-28 12:00,,2.8,230,38,1003.5,23
108,2019-03-28 13:00,,2.9,230,27,1002.9,26.5
108,2019-03-28 14:00,,2.7,270,17,1002.5,26.7
108,2019-03-28 15:00,,3.4,270,20,1002.1,24.5
108,2019-03-28 16:00,,3.7,270,24,1001.4,21.2
108,2019-03-28 17:00,,4.5,270,29,1001.9,17.9
108,2019-03-28 18:00,,3.5,270,32,1002.4,13.4
108,2019-03-28 19:00,,3.1,270,31,1003.1,10.1
108,2019-03-28 20:00,,3.1,290,35,1003.5,8.8
108,2019-03-28 21:00,,2.3,270,37,1004.2,8.4
108,2019-03-28 22:00,,2,270,39,1004.1,7.8
108,2019-03-28 23:00,,3.3,290,45,1004.8,7.5
108,2019-03-29 0:00,,1.6,340,39,1004.6,7.4
108,2019-03-29 1:00,,2.3,340,40,1004.5,6.8
108,2019-03-29 2:00,,1.5,360,40,1004.3,6
108,2019-03-29 3:00,,0.8,340,37,1003.8,5.4
108,2019-03-29 4:00,,1.1,320,26,1004.1,5.4
108,2019-03-29 5:00,,1.4,360,29,1004.3,5.1
108,2019-03-29 6:00,,1.3,70,33,1004,4.6
108,2019-03-29 7:00,,1.1,20,35,1003.8,5.2
108,2019-03-29 8:00,,0.7,20,35,1004,6.4
108,2019-03-29 9:00,,0.9,360,32,1004.1,9.7
108,2019-03-29 10:00,,1.6,200,32,1004.1,15.8
108,2019-03-29 11:00,,2.1,320,29,1004.1,21.1
108,2019-03-29 12:00,,3.1,270,26,1004,24.8
108,2019-03-29 13:00,,1.8,250,23,1003.2,27.9
108,2019-03-29 14:00,,2.5,250,20,1002.7,29.4
108,2019-03-29 15:00,,2.7,250,22,1002.2,28.7
108,2019-03-29 16:00,,3.8,290,27,1002.2,26
108,2019-03-29 17:00,,3.6,320,30,1002.3,21.7
108,2019-03-29 18:00,,3.2,320,30,1002.3,15.6
108,2019-03-29 19:00,,3,320,32,1002.7,11.4
108,2019-03-29 20:00,,2,290,28,1003.1,9.5
108,2019-03-29 21:00,,2.4,290,38,1003.8,9.2
108,2019-03-29 22:00,,2.5,270,39,1003.6,8.7
108,2019-03-29 23:00,,2.4,270,43,1003.7,8.3
108,2019-03-30 0:00,,2.5,290,47,1004,8.1
108,2019-03-30 1:00,,3.1,320,71,1004.4,7.2
108,2019-03-30 2:00,,1.1,50,86,1003.3,6.4
108,2019-03-30 3:00,1.6,2.9,290,87,1003.5,6.2
108,2019-03-30 4:00,,0.5,70,88,1003.3,5.8
108,2019-03-30 5:00,,0.1,0,93,1003,5.9
108,2019-03-30 6:00,0,0.7,200,91,1002.7,6
108,2019-03-30 7:00,,1.2,250,92,1002.9,6.1
108,2019-03-30 8:00,,2.1,230,86,1002.9,6.3
108,2019-03-30 9:00,0,2,230,83,1003.1,6.8
108,2019-03-30 10:00,,2.6,270,79,1002.9,8.6
108,2019-03-30 11:00,,3,270,73,1002.7,9.7
108,2019-03-30 12:00,0,3.1,180,69,1001.6,12
108,2019-03-30 13:00,,3.4,230,78,1000.9,8.5
108,2019-03-30 14:00,,5.7,250,63,1000,12.3
108,2019-03-30 15:00,0.1,5.9,270,39,999.7,10.6
108,2019-03-30 16:00,,4.9,270,45,999.9,10.7
108,2019-03-30 17:00,,5.3,270,57,1000.1,8.4
108,2019-03-30 18:00,0,4.2,270,66,1000.7,6.1
108,2019-03-30 19:00,,4.9,270,65,1001.3,4.7
108,2019-03-30 20:00,,4.3,270,68,1001.5,4.1
108,2019-03-30 21:00,0.1,3.7,270,69,1002.3,4
108,2019-03-30 22:00,,3.5,290,69,1002.5,4
108,2019-03-30 23:00,,4.2,270,70,1002.7,4.2
108,2019-03-31 0:00,0,3.8,270,72,1003.4,4
108,2019-03-31 1:00,,4.4,270,69,1003.9,3.7
108,2019-03-31 2:00,,4.8,270,70,1004.6,3.5
108,2019-03-31 3:00,0,3.4,290,69,1004.8,3.5
108,2019-03-31 4:00,,3.1,290,69,1005.3,3.3
108,2019-03-31 5:00,,2.9,270,70,1006,3.4
108,2019-03-31 6:00,0,3,270,69,1006.5,3.4
108,2019-03-31 7:00,,1.5,290,67,1007.3,3.4
108,2019-03-31 8:00,,2.8,290,63,1007.8,3.7
108,2019-03-31 9:00,,2.6,290,60,1008.5,4
108,2019-03-31 10:00,,3.7,290,58,1008.8,5.6
108,2019-03-31 11:00,,2.7,270,53,1009.2,7.2
108,2019-03-31 12:00,,4.1,270,47,1009,10.2
108,2019-03-31 13:00,,3.1,250,51,1009.2,7.5
108,2019-03-31 14:00,,2.9,270,46,1009,8.6
108,2019-03-31 15:00,,3,290,35,1008.3,12.2
108,2019-03-31 16:00,,3.3,290,24,1008.2,15.4
108,2019-03-31 17:00,,4.4,290,20,1008.4,10.8
108,2019-03-31 18:00,,3.2,270,27,1008.7,7.1
108,2019-03-31 19:00,,3.1,290,24,1009.2,4
108,2019-03-31 20:00,,2.6,290,24,1010,2.3
108,2019-03-31 21:00,,3.1,290,25,1011.3,1.5
108,2019-03-31 22:00,,2.8,270,28,1011.9,0.8
108,2019-03-31 23:00,,1.6,250,31,1012.1,0.2
108,2019-04-01 0:00,,2.3,270,36,1012.2,0.3
108,2019-04-01 1:00,,0.7,290,44,1012.2,0
108,2019-04-01 2:00,,0.6,290,50,1011.9,-0.2
108,2019-04-01 3:00,,0.6,290,53,1011.8,-0.5
108,2019-04-01 4:00,,0.8,290,55,1011.8,-0.7
108,2019-04-01 5:00,,1.2,290,58,1011.9,-0.9
108,2019-04-01 6:00,,0.9,290,65,1012.1,-1
108,2019-04-01 7:00,,1.1,290,65,1012.5,-0.8
108,2019-04-01 8:00,,2.3,320,60,1013.4,-0.4
108,2019-04-01 9:00,,3.2,340,43,1013.6,2.2
108,2019-04-01 10:00,,4.3,320,25,1013.7,11.2
108,2019-04-01 11:00,,4.2,320,21,1013.4,17.3
108,2019-04-01 12:00,,2.4,270,16,1012.5,22.1
108,2019-04-01 13:00,,5.3,320,17,1011.6,25
108,2019-04-01 14:00,,4,290,20,1011,26.4
108,2019-04-01 15:00,,2.7,250,20,1010.3,26
108,2019-04-01 16:00,,3.9,270,22,1010.2,23.5
108,2019-04-01 17:00,,4.7,270,28,1010.4,19.1
108,2019-04-01 18:00,,3.4,270,32,1010.4,12.4
108,2019-04-01 19:00,,3.9,270,31,1010.5,8.3
108,2019-04-01 20:00,,2.4,270,36,1010.8,6.3
108,2019-04-01 21:00,,2.1,270,35,1011.5,4.8
108,2019-04-01 22:00,,2,270,46,1011.6,3.8
108,2019-04-01 23:00,,1.8,270,52,1011.9,3.1
108,2019-04-02 0:00,,1.1,290,54,1012,1.8
108,2019-04-02 1:00,,2,290,52,1012.3,1.3
108,2019-04-02 2:00,,2.4,320,51,1012.1,0.9
108,2019-04-02 3:00,,1.1,290,49,1012.2,0.1
108,2019-04-02 4:00,,1.6,290,47,1012.2,0
108,2019-04-02 5:00,,1.4,290,49,1012.2,-0.2
108,2019-04-02 6:00,,0.6,320,54,1012.2,-0.3
108,2019-04-02 7:00,,0.4,0,61,1012.6,-0.3
108,2019-04-02 8:00,,0.8,200,55,1012.7,-0.1
108,2019-04-02 9:00,,2.8,270,45,1013.4,6.4
108,2019-04-02 10:00,,1.8,340,31,1013.4,14.3
108,2019-04-02 11:00,,2.8,250,26,1013,20.1
108,2019-04-02 12:00,,2.6,340,23,1012.4,24.3
108,2019-04-02 13:00,,3.7,290,20,1011.9,26.2
108,2019-04-02 14:00,,4,250,19,1011.1,27.8
108,2019-04-02 15:00,,2.9,250,18,1010.4,26.6
108,2019-04-02 16:00,,3.8,290,18,1009.9,25.4
108,2019-04-02 17:00,,4.9,290,24,1010.4,20.4
108,2019-04-02 18:00,,3.7,270,22,1010.8,13.7
