Measurement date,SO2,NO2,O3,CO,PM10,PM2.5,precipitation,wind_speed,wind_direction,humidity,local pressure,ground_temperature
1570089600000000000,0.004,0.019,0.0069999999999999,0.7,VERY BAD,9.0,0.0,3.5,250.0,87.0,993.7,20.3
1570093200000000000,0.004,0.018,0.009,0.7,VERY BAD,10.0,0.0,3.4,250.0,84.0,994.5,21.2
1570096800000000000,0.004,0.012,0.016,0.7,VERY BAD,10.0,0.0,2.7,250.0,78.0,995.0,23.3
1570100400000000000,0.004,0.008,0.028,0.6,VERY BAD,8.0,0.0,2.8,230.0,66.0,995.5,27.8
1570104000000000000,0.004,0.0069999999999999,0.031,0.6,VERY BAD,10.0,0.0,3.3,270.0,66.0,995.8,26.1
1570107600000000000,0.004,0.006,0.034,0.6,VERY BAD,8.0,0.0,3.8,270.0,59.0,995.7,26.4
1570111200000000000,0.004,0.006,0.033,0.6,VERY BAD,8.0,0.0,2.0,290.0,49.0,995.8,31.7
1570114800000000000,0.004,0.0069999999999999,0.031,0.6,VERY BAD,9.0,0.0,4.2,290.0,52.0,996.3,29.0
1570118400000000000,0.004,0.008,0.032,0.6,VERY BAD,8.0,0.0,3.4,290.0,50.0,996.8,28.3
1570122000000000000,0.004,0.009,0.03,0.6,VERY BAD,10.0,0.0,2.9,340.0,51.0,997.5,26.3
1570125600000000000,0.004,0.011,0.028,0.6,VERY BAD,12.0,0.0,2.5,320.0,59.0,998.0,23.1
1570129200000000000,0.004,0.01,0.029,0.6,VERY BAD,12.0,0.0,2.0,340.0,68.0,998.6,21.4
1570132800000000000,0.004,0.018,0.016,0.7,VERY BAD,14.0,0.0,1.4,360.0,65.0,999.5,20.7
1570136400000000000,0.004,0.024,0.006,0.8,VERY BAD,14.0,0.0,1.9,20.0,64.0,1000.1,19.9
1570140000000000000,0.004,0.025,0.004,0.8,VERY BAD,13.0,0.0,1.5,340.0,72.0,1000.8,19.3
1570143600000000000,0.004,0.019,0.009,0.7,VERY BAD,12.0,0.0,1.1,340.0,72.0,1000.9,19.3
1570147200000000000,0.004,0.014,0.012,0.7,VERY BAD,12.0,0.0,1.0,360.0,74.0,1001.0,19.3
1570150800000000000,0.004,0.013,0.012,0.7,VERY BAD,10.0,0.0,1.4,360.0,76.0,1001.2,18.9
1570154400000000000,0.004,0.014,0.011,0.7,VERY BAD,10.0,0.0,1.3,340.0,80.0,1001.4,18.5
1570158000000000000,0.004,0.011,0.012,0.7,VERY BAD,12.0,0.0,1.5,340.0,83.0,1001.3,18.1
1570161600000000000,0.004,0.01,0.013,0.6,VERY BAD,10.0,0.0,2.1,360.0,82.0,1001.5,17.8
1570165200000000000,0.004,0.012,0.009,0.7,VERY BAD,10.0,0.0,1.5,360.0,81.0,1001.5,17.6
1570168800000000000,0.004,0.014,0.006,0.7,VERY BAD,13.0,0.0,1.9,360.0,84.0,1001.9,17.3
1570172400000000000,0.004,0.015,0.0069999999999999,0.7,VERY BAD,13.0,0.0,2.3,360.0,83.0,1001.8,17.4
1570176000000000000,0.004,0.017,0.008,0.7,VERY BAD,13.0,0.0,2.5,360.0,74.0,1002.7,18.2
1570179600000000000,0.004,0.019,0.008,0.7,VERY BAD,16.0,0.0,1.8,360.0,67.0,1003.0,20.5
1570183200000000000,0.004,0.02,0.01,0.7,VERY BAD,11.0,0.0,1.3,20.0,62.0,1003.5,24.1
1570186800000000000,0.003,0.016,0.009,0.4,VERY BAD,15.0,0.0,1.3,180.0,61.0,1003.6,27.6
1570190400000000000,0.003,0.023,0.018,0.5,VERY BAD,12.0,0.0,2.3,110.0,60.0,1003.0,30.0
1570194000000000000,0.003,0.026,0.022,0.5,VERY BAD,20.0,0.0,2.3,160.0,54.0,1002.4,32.3
1570197600000000000,0.003,0.019,0.046,0.5,VERY BAD,24.0,0.0,3.4,160.0,58.0,1002.1,31.8
1570201200000000000,0.003,0.019,0.057,0.5,VERY BAD,28.0,0.0,3.4,160.0,56.0,1001.7,32.0
1570204800000000000,0.004,0.02,0.045,0.5,VERY BAD,19.0,0.0,3.2,200.0,53.0,1001.8,29.8
1570208400000000000,0.003,0.021,0.04,0.5,VERY BAD,20.0,0.0,2.6,180.0,58.0,1001.8,26.3
1570212000000000000,0.003,0.031,0.034,0.6,VERY BAD,25.0,0.0,2.8,160.0,63.0,1002.1,23.8
1570215600000000000,0.005,0.029,0.04,0.7,VERY BAD,38.0,0.0,2.4,160.0,66.0,1002.4,22.2
1570219200000000000,0.004,0.02,0.048,0.8,VERY BAD,49.0,0.0,2.1,180.0,71.0,1002.8,21.2
1570222800000000000,0.004,0.02,0.037,1.0,NORMAL,50.0,0.0,2.3,180.0,79.0,1003.2,20.8
1570226400000000000,0.004,0.021,0.028,0.9,NORMAL,56.0,0.0,1.7,160.0,80.0,1003.1,20.6
1570230000000000000,0.003,0.02,0.025,0.9,BAD,55.0,0.0,2.5,140.0,81.0,1002.9,20.6
1570233600000000000,0.003,0.013,0.036,0.7,BAD,51.0,0.0,2.2,140.0,80.0,1002.9,20.8
1570237200000000000,0.003,0.01,0.037,0.7,BAD,28.0,0.0,2.1,140.0,81.0,1003.2,20.6
1570240800000000000,0.003,0.01,0.039,0.7,BAD,41.0,0.0,3.8,140.0,79.0,1003.5,20.5
1570244400000000000,0.003,0.01,0.037,0.7,BAD,39.0,0.0,2.3,140.0,80.0,1003.5,20.2
1570248000000000000,0.003,0.01,0.037,0.7,BAD,38.0,0.0,1.9,90.0,81.0,1002.8,19.8
1570251600000000000,0.003,0.011,0.033,0.7,VERY BAD,38.0,0.0,0.9,140.0,81.0,1003.2,19.7
1570255200000000000,0.003,0.015,0.026,0.7,VERY BAD,37.0,0.0,2.6,110.0,82.0,1002.8,19.6
1570258800000000000,0.003,0.021,0.017,0.7,BAD,40.0,0.0,1.6,140.0,80.0,1003.8,20.0
1570262400000000000,0.003,0.022,0.013,0.7,BAD,36.0,0.5,2.7,140.0,85.0,1004.1,20.1
1570266000000000000,0.003,0.02,0.009,0.7,BAD,28.0,0.1,3.1,200.0,92.0,1004.8,20.5
1570269600000000000,0.003,0.018,0.015,0.7,BAD,27.0,0.0,2.2,200.0,79.0,1005.2,23.3
1570273200000000000,0.003,0.02,0.013,0.7,VERY BAD,27.0,0.0,3.9,230.0,77.0,1005.5,23.4
1570276800000000000,0.003,0.016,0.021,0.7,VERY BAD,26.0,0.0,3.2,250.0,74.0,1005.3,25.0
1570280400000000000,0.003,0.014,0.033,0.6,VERY BAD,29.0,0.0,2.5,230.0,67.0,1005.0,26.9
1570284000000000000,0.003,0.015,0.033,0.6,VERY BAD,26.0,0.0,3.4,250.0,63.0,1004.8,25.2
1570287600000000000,0.002,0.011,0.021,0.4,VERY BAD,5.0,0.0,3.7,230.0,63.0,1004.7,26.6
1570291200000000000,0.002,0.011,0.021,0.4,VERY BAD,6.0,0.0,3.5,340.0,70.0,1005.5,24.0
1570294800000000000,0.002,0.01,0.022,0.4,VERY BAD,8.0,0.0,2.9,360.0,71.0,1006.2,21.4
1570298400000000000,0.002,0.011,0.022,0.4,VERY BAD,5.0,0.0,3.6,360.0,63.0,1007.1,19.2
1570302000000000000,0.002,0.011,0.022,0.4,VERY BAD,8.0,0.0,3.3,360.0,61.0,1008.0,17.6
1570305600000000000,0.002,0.01,0.023,0.4,VERY BAD,7.0,0.0,3.3,360.0,61.0,1008.7,16.8
1570309200000000000,0.002,0.009,0.024,0.4,VERY BAD,6.0,0.0,3.2,360.0,63.0,1009.6,15.9
1570312800000000000,0.002,0.009,0.025,0.4,VERY BAD,7.0,0.0,3.3,360.0,63.0,1010.2,15.3
1570316400000000000,0.002,0.008,0.027,0.4,VERY BAD,6.0,0.0,4.0,360.0,63.0,1010.5,14.7
1570320000000000000,0.002,0.006,0.029,0.4,VERY BAD,6.0,0.0,3.1,360.0,64.0,1011.0,14.5
1570323600000000000,0.002,0.006,0.03,0.4,VERY BAD,5.0,0.0,4.2,360.0,64.0,1011.4,14.0
1570327200000000000,0.002,0.005,0.03,0.4,VERY BAD,6.0,0.0,4.5,360.0,63.0,1011.5,14.1
1570330800000000000,0.002,0.005,0.031,0.4,VERY BAD,6.0,0.0,3.8,360.0,62.0,1011.7,13.9
1570334400000000000,0.002,0.005,0.032,0.3,VERY BAD,6.0,0.0,2.7,360.0,66.0,1012.3,13.7
1570338000000000000,0.002,0.006,0.031,0.4,VERY BAD,6.0,0.0,3.4,360.0,64.0,1012.8,13.5
1570341600000000000,0.002,0.009,0.029,0.3,VERY BAD,5.0,0.0,3.8,360.0,64.0,1013.0,12.9
1570345200000000000,0.002,0.01,0.027,0.4,VERY BAD,5.0,0.0,3.1,360.0,63.0,1013.7,13.0
1570348800000000000,0.002,0.009,0.03,0.4,VERY BAD,6.0,0.0,4.2,360.0,56.0,1013.9,13.5
1570352400000000000,0.002,0.008,0.032,0.4,VERY BAD,8.0,0.0,4.5,360.0,50.0,1014.1,15.5
1570356000000000000,0.002,0.008,0.033,0.4,VERY BAD,10.0,0.0,3.8,360.0,46.0,1014.3,19.5
1570359600000000000,0.002,0.008,0.036,0.4,VERY BAD,8.0,0.0,3.5,360.0,43.0,1014.1,23.5
1570363200000000000,0.002,0.0069999999999999,0.037,0.4,VERY BAD,6.0,0.0,2.6,20.0,43.0,1013.4,26.3
1570366800000000000,0.002,0.0069999999999999,0.038,0.4,VERY BAD,6.0,0.0,2.5,360.0,44.0,1012.5,27.0
1570370400000000000,0.002,0.006,0.038,0.4,VERY BAD,7.0,0.0,2.6,70.0,43.0,1011.9,27.7
1570374000000000000,0.002,0.008,0.037,0.4,VERY BAD,8.0,0.0,2.5,50.0,43.0,1011.8,29.2
1570377600000000000,0.002,0.01,0.039,0.4,VERY BAD,10.0,0.0,2.5,20.0,44.0,1011.7,26.9
1570381200000000000,0.002,0.01,0.037,0.4,VERY BAD,8.0,0.0,1.6,50.0,49.0,1011.4,22.9
1570384800000000000,0.002,0.012,0.034,0.4,VERY BAD,15.0,0.0,2.4,70.0,50.0,1011.4,20.8
1570388400000000000,0.002,0.016,0.029,0.4,VERY BAD,8.0,0.0,1.9,50.0,52.0,1011.4,19.4
1570392000000000000,0.002,0.02,0.023,0.5,VERY BAD,9.0,0.0,1.4,50.0,53.0,1011.6,18.6
1570395600000000000,0.002,0.019,0.021,0.5,VERY BAD,10.0,0.0,1.7,70.0,55.0,1012.1,17.8
1570399200000000000,0.002,0.013,0.025,0.4,VERY BAD,12.0,0.0,2.5,20.0,56.0,1011.6,17.7
1570402800000000000,0.002,0.013,0.024,0.4,VERY BAD,13.0,0.0,1.7,50.0,58.0,1011.7,17.4
1570406400000000000,0.002,0.011,0.025,0.4,VERY BAD,9.0,0.0,2.2,20.0,60.0,1011.1,17.3
1570410000000000000,0.002,0.009,0.026,0.4,VERY BAD,9.0,0.0,1.5,20.0,63.0,1011.0,17.5
1570413600000000000,0.002,0.008,0.024,0.4,VERY BAD,8.0,0.0,2.0,360.0,67.0,1010.6,17.2
1570417200000000000,0.002,0.008,0.023,0.4,VERY BAD,9.0,0.0,2.2,360.0,69.0,1010.1,16.9
1570420800000000000,0.002,0.011,0.018,0.4,VERY BAD,10.0,1.8,2.0,340.0,86.0,1010.1,16.8
1570424400000000000,0.002,0.011,0.015,0.4,VERY BAD,9.0,0.9,2.6,360.0,92.0,1009.6,16.7
1570428000000000000,0.002,0.018,0.0069999999999999,0.5,VERY BAD,7.0,0.5,2.2,360.0,91.0,1009.8,16.6
1570431600000000000,0.002,0.019,0.008,0.5,VERY BAD,12.0,1.1,2.1,360.0,94.0,1010.1,16.6
1570435200000000000,0.002,0.022,0.0069999999999999,0.5,VERY BAD,10.0,2.0,2.3,360.0,95.0,1010.2,16.6
1570438800000000000,0.002,0.021,0.005,0.5,VERY BAD,11.0,4.1,3.5,20.0,96.0,1010.1,16.5
1570442400000000000,0.002,0.022,0.005,0.5,VERY BAD,12.0,5.2,2.3,360.0,96.0,1009.8,16.3
1570446000000000000,0.002,0.021,0.008,0.5,VERY BAD,9.0,3.7,1.6,360.0,97.0,1009.2,16.4
1570449600000000000,0.002,0.021,0.008,0.6,VERY BAD,9.0,2.3,2.4,70.0,96.0,1008.5,17.3
1570453200000000000,0.002,0.021,0.009,0.6,VERY BAD,11.0,0.9,1.4,50.0,94.0,1007.1,17.4
1570456800000000000,0.002,0.023,0.008,0.6,VERY BAD,14.0,0.8,0.9,70.0,94.0,1006.5,17.9
1570460400000000000,0.002,0.022,0.009,0.5,VERY BAD,9.0,0.3,1.7,290.0,96.0,1005.8,17.6
1570464000000000000,0.002,0.023,0.0069999999999999,0.5,VERY BAD,9.0,0.8,1.0,320.0,96.0,1005.9,17.7
1570467600000000000,0.002,0.025,0.004,0.5,VERY BAD,7.0,0.9,2.0,290.0,96.0,1005.7,17.0
1570471200000000000,0.002,0.026,0.003,0.5,BAD,7.0,0.1,1.0,290.0,96.0,1005.5,16.7
1570474800000000000,0.002,0.026,0.003,0.5,VERY BAD,7.0,0.0,1.3,230.0,96.0,1005.9,16.6
1570478400000000000,0.002,0.025,0.002,0.6,VERY BAD,8.0,0.0,1.6,270.0,96.0,1006.1,16.1
1570482000000000000,0.002,0.026,0.001,0.6,VERY BAD,11.0,0.0,1.3,230.0,96.0,1006.3,15.8
1570485600000000000,0.002,0.026,0.003,0.6,VERY BAD,9.0,0.0,2.1,250.0,96.0,1006.5,14.4
1570489200000000000,0.002,0.022,0.01,0.6,VERY BAD,7.0,0.0,1.1,290.0,96.0,1006.5,14.0
1570492800000000000,0.002,0.017,0.017,0.6,VERY BAD,7.0,0.0,1.6,230.0,96.0,1006.8,14.2
1570496400000000000,0.002,0.012,0.022,0.5,VERY BAD,8.0,0.0,1.2,200.0,96.0,1006.6,14.7
1570500000000000000,0.002,0.014,0.019,0.5,VERY BAD,14.0,0.0,0.9,270.0,96.0,1006.2,14.1
1570503600000000000,0.002,0.016,0.016,0.6,VERY BAD,14.0,0.0,0.8,230.0,96.0,1006.1,13.7
1570507200000000000,0.002,0.019,0.011,0.6,VERY BAD,14.0,0.0,0.7,200.0,96.0,1005.9,13.6
1570510800000000000,0.002,0.024,0.001,0.6,VERY BAD,18.0,0.0,0.4,0.0,88.0,1006.3,13.2
1570514400000000000,0.002,0.026,0.001,0.7,VERY BAD,14.0,0.0,0.8,290.0,89.0,1006.4,12.7
1570518000000000000,0.003,0.029,0.002,0.7,VERY BAD,20.0,0.0,0.3,0.0,95.0,1006.2,12.3
1570521600000000000,0.003,0.035,0.005,0.8,VERY BAD,20.0,0.0,1.4,160.0,86.0,1006.6,13.7
1570525200000000000,0.003,0.036,0.011,0.8,VERY BAD,26.0,0.0,1.6,230.0,78.0,1006.9,16.8
1570528800000000000,0.003,0.016,0.036,0.6,VERY BAD,23.0,0.0,3.7,230.0,74.0,1007.2,18.6
1570532400000000000,0.003,0.011,0.042,0.6,VERY BAD,22.0,0.0,4.4,250.0,62.0,1007.4,21.7
1570536000000000000,0.002,0.009,0.043,0.5,VERY BAD,21.0,0.0,5.6,250.0,43.0,1007.5,23.8
1570539600000000000,0.002,0.009,0.038,0.4,VERY BAD,14.0,0.0,4.2,230.0,39.0,1007.0,26.2
1570543200000000000,0.002,0.009,0.036,0.4,VERY BAD,10.0,0.0,3.7,250.0,31.0,1006.9,25.9
1570546800000000000,0.002,0.01,0.035,0.4,VERY BAD,9.0,0.0,4.0,250.0,30.0,1007.2,25.0
1570550400000000000,0.002,0.012,0.033,0.4,VERY BAD,7.0,0.0,3.4,250.0,27.0,1007.5,22.7
1570554000000000000,0.002,0.011,0.032,0.4,VERY BAD,7.0,0.0,3.7,250.0,28.0,1008.0,18.0
1570557600000000000,0.002,0.013,0.028,0.4,VERY BAD,7.0,0.0,3.0,230.0,33.0,1008.8,14.8
1570561200000000000,0.002,0.014,0.025,0.4,VERY BAD,6.0,0.0,2.8,230.0,32.0,1009.7,13.1
1570564800000000000,0.002,0.014,0.022,0.4,VERY BAD,7.0,0.0,2.6,250.0,41.0,1010.5,12.1
1570568400000000000,0.002,0.012,0.022,0.4,VERY BAD,7.0,0.0,3.4,250.0,46.0,1011.0,11.4
1570572000000000000,0.002,0.017,0.017,0.4,VERY BAD,8.0,0.0,3.5,290.0,48.0,1011.7,10.8
1570575600000000000,0.002,0.019,0.012,0.4,VERY BAD,9.0,0.0,2.2,270.0,51.0,1011.7,10.4
1570579200000000000,0.002,0.026,0.004,0.5,VERY BAD,11.0,0.0,2.6,230.0,55.0,1011.7,10.0
1570582800000000000,0.002,0.021,0.008,0.5,VERY BAD,10.0,0.0,1.4,250.0,57.0,1011.7,9.7
1570586400000000000,0.002,0.025,0.002,0.5,VERY BAD,9.0,0.0,1.7,230.0,57.0,1011.6,9.5
1570590000000000000,0.002,0.024,0.001,0.5,VERY BAD,9.0,0.0,1.1,320.0,58.0,1011.3,9.2
1570593600000000000,0.002,0.023,0.001,0.5,VERY BAD,10.0,0.0,1.5,340.0,68.0,1010.9,8.9
1570597200000000000,0.002,0.021,0.002,0.5,VERY BAD,11.0,0.0,0.6,340.0,65.0,1010.8,8.6
1570600800000000000,0.002,0.019,0.002,0.5,VERY BAD,10.0,0.0,1.0,320.0,66.0,1010.6,8.3
1570604400000000000,0.002,0.02,0.003,0.5,VERY BAD,10.0,0.0,1.6,320.0,70.0,1010.9,8.2
1570608000000000000,0.002,0.021,0.005,0.5,VERY BAD,14.0,0.0,1.9,340.0,61.0,1011.0,9.1
1570611600000000000,0.003,0.024,0.006,0.6,VERY BAD,17.0,0.0,1.2,320.0,53.0,1011.4,11.6
1570615200000000000,0.003,0.026,0.009,0.6,VERY BAD,19.0,0.0,1.1,50.0,41.0,1011.0,16.4
1570618800000000000,0.002,0.023,0.017,0.5,VERY BAD,14.0,0.0,0.9,250.0,32.0,1010.7,20.9
1570622400000000000,0.002,0.021,0.022,0.5,VERY BAD,16.0,0.0,2.2,230.0,29.0,1010.0,24.0
1570626000000000000,0.002,0.019,0.026,0.4,VERY BAD,9.0,0.0,2.6,200.0,25.0,1009.1,25.8
1570629600000000000,0.002,0.018,0.029,0.4,VERY BAD,10.0,0.0,3.1,250.0,28.0,1008.5,25.2
1570633200000000000,0.002,0.017,0.032,0.4,VERY BAD,11.0,0.0,2.4,200.0,28.0,1007.8,23.1
1570636800000000000,0.002,0.021,0.034,0.4,VERY BAD,16.0,0.0,2.1,250.0,27.0,1007.2,22.5
1570640400000000000,0.003,0.024,0.039,0.5,VERY BAD,21.0,0.0,2.0,230.0,32.0,1007.2,19.1
1570644000000000000,0.002,0.019,0.034,0.5,VERY BAD,14.0,0.0,1.9,230.0,39.0,1007.8,15.9
1570647600000000000,0.002,0.035,0.012,0.6,VERY BAD,12.0,0.0,1.7,230.0,45.0,1007.9,14.1
1570651200000000000,0.002,0.042,0.002,0.6,VERY BAD,14.0,0.0,1.1,230.0,47.0,1007.8,13.1
1570654800000000000,0.002,0.041,0.001,0.7,VERY BAD,14.0,0.0,1.9,230.0,54.0,1008.5,12.3
1570658400000000000,0.002,0.038,0.001,0.7,VERY BAD,17.0,0.0,0.8,290.0,55.0,1008.1,11.8
1570662000000000000,0.002,0.035,0.001,0.6,VERY BAD,18.0,0.0,0.9,320.0,59.0,1008.2,11.3
1570665600000000000,0.002,0.032,0.001,0.6,VERY BAD,14.0,0.0,0.9,320.0,59.0,1008.2,10.8
1570669200000000000,0.002,0.029,0.002,0.6,VERY BAD,15.0,0.0,1.3,320.0,65.0,1007.7,10.5
1570672800000000000,0.002,0.027,0.004,0.6,VERY BAD,13.0,0.0,1.4,320.0,65.0,1007.5,10.9
1570676400000000000,0.002,0.017,0.013,0.5,VERY BAD,16.0,0.0,1.2,320.0,66.0,1007.4,11.2
1570680000000000000,0.002,0.019,0.01,0.5,VERY BAD,15.0,0.0,1.3,320.0,68.0,1007.0,11.6
1570683600000000000,0.002,0.022,0.006,0.5,VERY BAD,10.0,0.0,1.3,340.0,69.0,1007.1,11.8
1570687200000000000,0.002,0.022,0.006,0.5,VERY BAD,11.0,0.0,1.5,320.0,71.0,1007.0,12.0
1570690800000000000,0.002,0.023,0.005,0.5,VERY BAD,15.0,0.0,1.0,340.0,69.0,1007.5,12.2
1570694400000000000,0.002,0.026,0.004,0.6,VERY BAD,18.0,0.0,1.2,320.0,68.0,1007.7,13.4
1570698000000000000,0.002,0.025,0.005,0.6,VERY BAD,13.0,0.0,1.4,360.0,60.0,1007.6,15.3
1570701600000000000,0.002,0.026,0.0069999999999999,0.6,VERY BAD,17.0,0.0,1.4,340.0,54.0,1007.6,16.8
1570705200000000000,0.002,0.026,0.006,0.6,VERY BAD,19.0,0.0,1.7,360.0,55.0,1007.1,17.2
1570708800000000000,0.002,0.027,0.014,0.6,VERY BAD,21.0,0.0,1.1,340.0,48.0,1006.7,20.0
1570712400000000000,0.002,0.022,0.024,0.5,VERY BAD,15.0,0.0,1.4,20.0,42.0,1005.7,23.3
1570716000000000000,0.002,0.022,0.025,0.5,VERY BAD,13.0,0.0,1.4,200.0,44.0,1004.9,24.7
1570719600000000000,0.002,0.026,0.02,0.5,VERY BAD,15.0,0.0,0.6,200.0,45.0,1004.8,22.3
1570723200000000000,0.002,0.032,0.013,0.6,VERY BAD,14.0,0.0,1.0,180.0,47.0,1004.8,21.0
1570726800000000000,0.002,0.04,0.006,0.6,VERY BAD,16.0,0.0,1.1,270.0,55.0,1004.7,19.5
1570730400000000000,0.002,0.046,0.001,0.7,VERY BAD,18.0,0.0,0.8,250.0,58.0,1004.8,18.0
1570734000000000000,0.002,0.044,0.001,0.8,VERY BAD,22.0,0.0,2.1,290.0,64.0,1005.2,16.4
1570737600000000000,0.002,0.043,0.001,0.7,VERY BAD,17.0,0.0,2.0,250.0,63.0,1005.7,15.9
1570741200000000000,0.002,0.037,0.001,0.7,VERY BAD,20.0,0.0,0.7,230.0,68.0,1005.9,15.1
1570744800000000000,0.002,0.035,0.001,0.7,VERY BAD,19.0,0.0,0.7,250.0,71.0,1006.1,14.8
1570748400000000000,0.002,0.034,0.001,0.7,VERY BAD,16.0,0.0,1.9,250.0,74.0,1006.1,14.1
1570752000000000000,0.002,0.032,0.001,0.7,VERY BAD,22.0,0.0,1.8,250.0,71.0,1006.0,14.5
1570755600000000000,0.002,0.028,0.003,0.7,VERY BAD,23.0,0.0,0.6,290.0,74.0,1005.5,13.7
1570759200000000000,0.002,0.025,0.004,0.7,VERY BAD,23.0,0.0,0.6,290.0,77.0,1005.4,13.2
1570762800000000000,0.002,0.023,0.004,0.6,VERY BAD,22.0,0.0,0.7,320.0,80.0,1005.2,12.8
1570766400000000000,0.002,0.023,0.001,0.7,VERY BAD,20.0,0.0,0.4,0.0,81.0,1005.0,12.7
1570770000000000000,0.002,0.023,0.001,0.7,VERY BAD,21.0,0.0,0.6,290.0,83.0,1005.1,12.3
1570773600000000000,0.002,0.023,0.001,0.6,VERY BAD,23.0,0.0,0.9,270.0,84.0,1005.3,12.0
1570777200000000000,0.002,0.02,0.003,0.6,VERY BAD,20.0,0.0,1.2,290.0,86.0,1005.5,12.0
1570780800000000000,0.002,0.025,0.003,0.7,VERY BAD,22.0,0.0,0.8,340.0,76.0,1006.0,13.4
1570784400000000000,0.002,0.026,0.006,0.7,VERY BAD,28.0,0.0,1.1,360.0,70.0,1005.9,15.6
1570788000000000000,0.002,0.017,0.026,0.6,VERY BAD,27.0,0.0,1.3,290.0,63.0,1005.9,19.1
1570791600000000000,0.002,0.015,0.034,0.6,VERY BAD,27.0,0.0,1.7,360.0,54.0,1005.7,23.5
1570795200000000000,0.002,0.015,0.037,0.6,VERY BAD,23.0,0.0,2.4,320.0,50.0,1005.1,27.0
1570798800000000000,0.002,0.014,0.042,0.6,VERY BAD,18.0,0.0,2.8,20.0,43.0,1004.5,28.5
1570802400000000000,0.002,0.013,0.045,0.5,VERY BAD,20.0,0.0,2.4,360.0,39.0,1003.6,29.4
1570806000000000000,0.002,0.014,0.042,0.5,VERY BAD,20.0,0.0,2.7,360.0,34.0,1003.4,29.0
1570809600000000000,0.002,0.018,0.037,0.5,VERY BAD,16.0,0.0,2.4,20.0,32.0,1003.8,26.6
1570813200000000000,0.002,0.022,0.031,0.6,VERY BAD,17.0,0.0,2.1,320.0,41.0,1003.8,22.8
1570816800000000000,0.002,0.021,0.031,0.5,VERY BAD,18.0,0.0,1.8,320.0,50.0,1004.2,19.9
1570820400000000000,0.002,0.018,0.036,0.6,VERY BAD,22.0,0.0,3.1,340.0,47.0,1004.7,18.0
1570824000000000000,0.002,0.017,0.038,0.5,VERY BAD,19.0,0.0,4.0,360.0,50.0,1005.6,17.0
1570827600000000000,0.002,0.018,0.034,0.5,VERY BAD,19.0,0.0,4.2,360.0,52.0,1005.8,16.3
1570831200000000000,0.002,0.015,0.036,0.5,VERY BAD,16.0,0.0,4.2,360.0,53.0,1006.3,15.7
1570834800000000000,0.002,0.016,0.035,0.5,VERY BAD,15.0,0.0,3.3,360.0,56.0,1006.7,15.2
1570838400000000000,0.002,0.009,0.041,0.5,VERY BAD,18.0,0.0,2.6,340.0,60.0,1006.8,14.7
1570842000000000000,0.002,0.011,0.036,0.5,VERY BAD,15.0,0.0,2.3,360.0,59.0,1006.4,14.3
1570845600000000000,0.002,0.012,0.033,0.5,VERY BAD,16.0,0.0,2.1,360.0,59.0,1006.4,14.0
1570849200000000000,0.002,0.008,0.041,0.5,VERY BAD,15.0,0.0,3.0,340.0,57.0,1006.2,13.8
1570852800000000000,0.002,0.008,0.042,0.5,VERY BAD,16.0,0.0,2.8,340.0,55.0,1006.5,13.4
1570856400000000000,0.002,0.01,0.041,0.5,VERY BAD,17.0,0.0,1.8,360.0,57.0,1006.5,13.1
1570860000000000000,0.002,0.014,0.035,0.5,VERY BAD,12.0,0.0,2.5,340.0,59.0,1006.9,13.1
1570863600000000000,0.002,0.013,0.034,0.5,VERY BAD,17.0,0.0,2.4,360.0,58.0,1007.0,13.0
1570867200000000000,0.002,0.009,0.037,0.5,VERY BAD,15.0,0.0,4.0,360.0,51.0,1007.4,13.5
1570870800000000000,0.002,0.009,0.037,0.5,VERY BAD,15.0,0.0,3.4,360.0,45.0,1007.8,15.4
1570874400000000000,0.002,0.009,0.038,0.4,VERY BAD,15.0,0.0,4.9,360.0,40.0,1007.6,18.9
1570878000000000000,0.002,0.008,0.039,0.4,VERY BAD,14.0,0.0,4.0,360.0,38.0,1007.9,23.0
1570881600000000000,0.002,0.0069999999999999,0.041,0.4,VERY BAD,14.0,0.0,5.2,360.0,36.0,1007.5,26.7
1570885200000000000,0.002,0.006,0.041,0.4,VERY BAD,13.0,0.0,4.3,360.0,35.0,1007.2,29.0
1570888800000000000,0.002,0.0069999999999999,0.041,0.5,VERY BAD,12.0,0.0,4.4,360.0,36.0,1006.6,29.1
1570892400000000000,0.002,0.009,0.038,0.4,VERY BAD,12.0,0.0,5.0,360.0,37.0,1007.1,28.9
1570896000000000000,0.002,0.009,0.037,0.4,VERY BAD,11.0,0.0,4.8,340.0,38.0,1007.4,26.0
1570899600000000000,0.002,0.01,0.034,0.4,VERY BAD,16.0,0.0,4.3,20.0,41.0,1007.5,21.8
1570903200000000000,0.002,0.011,0.033,0.4,VERY BAD,13.0,0.0,4.4,360.0,48.0,1008.1,18.4
1570906800000000000,0.002,0.012,0.031,0.4,VERY BAD,10.0,0.0,4.0,20.0,48.0,1008.7,16.6
1570910400000000000,0.002,0.013,0.029,0.4,VERY BAD,10.0,0.0,3.9,360.0,49.0,1009.5,15.4
1570914000000000000,0.002,0.01,0.031,0.4,VERY BAD,9.0,0.0,4.1,360.0,51.0,1009.9,14.6
1570917600000000000,0.002,0.011,0.03,0.4,VERY BAD,9.0,0.0,2.0,360.0,54.0,1010.4,13.9
1570921200000000000,0.002,0.012,0.028,0.4,VERY BAD,9.0,0.0,1.9,340.0,59.0,1010.5,13.2
