Measurement date,SO2,NO2,O3,CO,PM10,PM2.5,precipitation,wind_speed,wind_direction,humidity,local pressure,ground_temperature
1483228800000000000,0.004,0.045,0.003,0.8,BAD,63.0,0.0,1.4,20.0,78.0,1018.9,-0.9
1483232400000000000,0.004,0.045,0.003,0.9,BAD,62.0,0.0,1.4,20.0,78.0,1018.9,-0.9
1483236000000000000,0.004,0.043,0.003,0.9,BAD,62.0,0.0,1.9,50.0,81.0,1018.5,-1.8
1483239600000000000,0.004,0.039,0.003,0.7,BAD,63.0,0.0,2.0,50.0,84.0,1018.8,-2.1
1483243200000000000,0.004,0.038,0.003,0.8,BAD,59.0,0.0,1.6,20.0,85.0,1018.6,-2.4
1483246800000000000,0.004,0.037,0.003,0.8,VERY BAD,62.0,0.0,1.4,50.0,86.0,1018.3,-2.6
1483250400000000000,0.004,0.038,0.003,0.8,BAD,63.0,0.0,1.6,20.0,87.0,1018.1,-2.7
1483254000000000000,0.004,0.036,0.003,0.8,BAD,63.0,0.0,1.4,20.0,87.0,1018.6,-2.2
1483257600000000000,0.004,0.038,0.004,0.8,BAD,63.0,0.0,1.4,20.0,87.0,1019.0,-1.8
1483261200000000000,0.004,0.038,0.004,0.9,BAD,66.0,0.0,1.6,20.0,83.0,1019.4,-0.2
1483264800000000000,0.004,0.037,0.006,0.8,BAD,68.0,0.0,2.1,50.0,77.0,1020.1,0.6
1483268400000000000,0.005,0.041,0.0069999999999999,0.9,BAD,71.0,0.0,1.9,50.0,71.0,1019.9,2.9
1483272000000000000,0.005,0.044,0.009,0.8,BAD,73.0,0.0,1.3,50.0,69.0,1018.7,3.6
1483275600000000000,0.005,0.046,0.01,0.8,NORMAL,76.0,0.0,1.4,20.0,65.0,1017.9,5.1
1483279200000000000,0.005,0.048,0.011,0.8,NORMAL,79.0,0.0,0.7,340.0,61.0,1017.1,7.2
1483282800000000000,0.005,0.05,0.009,0.8,NORMAL,81.0,0.0,0.9,230.0,65.0,1016.8,5.0
1483286400000000000,0.005,0.051,0.009,0.8,NORMAL,78.0,0.0,1.2,230.0,67.0,1016.5,4.3
1483290000000000000,0.005,0.058,0.004,0.8,NORMAL,76.0,0.0,0.7,20.0,69.0,1016.2,3.2
1483293600000000000,0.005,0.052,0.004,0.8,NORMAL,81.0,0.0,2.4,50.0,70.0,1015.8,2.4
1483297200000000000,0.004,0.048,0.005,0.8,NORMAL,80.0,0.0,2.2,50.0,73.0,1015.5,1.2
1483300800000000000,0.004,0.047,0.005,0.7,NORMAL,79.0,0.0,1.9,70.0,73.0,1015.4,0.6
1483304400000000000,0.004,0.048,0.004,0.8,NORMAL,82.0,0.0,2.6,50.0,74.0,1014.6,0.8
1483308000000000000,0.004,0.051,0.003,0.8,NORMAL,79.0,0.0,1.4,20.0,75.0,1014.4,1.4
1483311600000000000,0.005,0.051,0.003,0.9,NORMAL,83.0,0.0,1.4,20.0,75.0,1014.1,1.5
1483315200000000000,0.004,0.051,0.003,0.9,NORMAL,82.0,0.0,1.5,20.0,75.0,1014.2,1.8
1483318800000000000,0.005,0.05,0.003,0.9,NORMAL,84.0,0.0,2.1,50.0,75.0,1013.5,1.8
1483322400000000000,0.004,0.046,0.003,0.8,NORMAL,82.0,0.0,2.2,20.0,77.0,1013.0,1.6
1483326000000000000,0.005,0.043,0.003,0.8,NORMAL,83.0,0.0,1.7,50.0,76.0,1013.3,1.7
1483329600000000000,0.004,0.042,0.004,0.7,NORMAL,80.0,0.0,1.5,20.0,77.0,1012.7,1.7
1483333200000000000,0.005,0.046,0.003,0.8,NORMAL,80.0,0.0,1.5,20.0,80.0,1012.2,2.3
1483336800000000000,0.005,0.048,0.003,0.8,NORMAL,77.0,0.3,1.1,20.0,89.0,1011.6,2.2
1483340400000000000,0.005,0.052,0.003,0.9,NORMAL,74.0,0.0,1.1,360.0,88.0,1011.6,2.6
1483344000000000000,0.006,0.058,0.003,0.9,NORMAL,68.0,0.0,1.4,20.0,87.0,1011.4,2.9
1483347600000000000,0.006,0.06,0.003,1.0,NORMAL,65.0,0.0,0.9,360.0,87.0,1011.5,3.6
1483351200000000000,0.006,0.06,0.004,0.9,BAD,62.0,0.0,2.4,230.0,86.0,1011.9,5.2
1483354800000000000,0.006,0.061,0.005,0.9,NORMAL,64.0,0.0,2.3,230.0,82.0,1012.0,9.0
1483358400000000000,0.006,0.053,0.013,0.7,NORMAL,64.0,0.0,2.1,230.0,70.0,1011.3,12.2
1483362000000000000,0.006,0.042,0.031,0.8,NORMAL,81.0,0.0,3.1,230.0,69.0,1010.8,13.3
1483365600000000000,0.0069999999999999,0.036,0.041,0.9,GOOD,100.0,0.0,3.1,200.0,59.0,1010.2,15.2
1483369200000000000,0.006,0.035,0.043,0.9,GOOD,105.0,0.0,3.6,250.0,64.0,1010.3,10.9
1483372800000000000,0.006,0.037,0.044,1.0,GOOD,123.0,0.0,3.2,250.0,65.0,1010.7,9.8
1483376400000000000,0.005,0.039,0.04,1.0,GOOD,130.0,0.0,2.3,250.0,69.0,1011.0,6.6
1483380000000000000,0.005,0.033,0.043,1.0,GOOD,131.0,0.0,2.1,270.0,73.0,1011.4,5.3
1483383600000000000,0.005,0.039,0.038,1.0,GOOD,132.0,0.0,2.0,250.0,78.0,1011.6,4.6
1483387200000000000,0.005,0.039,0.032,1.0,GOOD,134.0,0.0,3.2,250.0,81.0,1011.9,2.3
1483390800000000000,0.004,0.039,0.029,1.0,GOOD,130.0,0.0,3.1,270.0,84.0,1012.0,3.0
1483394400000000000,0.004,0.036,0.028,1.0,GOOD,130.0,0.0,3.0,290.0,78.0,1012.3,2.2
1483398000000000000,0.005,0.03,0.039,1.0,GOOD,130.0,0.0,2.8,320.0,76.0,1012.8,0.0
1483401600000000000,0.004,0.034,0.034,1.0,GOOD,136.0,0.0,1.5,360.0,79.0,1013.2,-0.5
1483405200000000000,0.004,0.03,0.034,1.0,GOOD,138.0,0.0,2.6,270.0,82.0,1013.3,-0.7
1483408800000000000,0.004,0.026,0.034,0.9,GOOD,127.0,0.0,1.4,270.0,83.0,1013.4,-1.6
1483412400000000000,0.004,0.024,0.033,0.8,GOOD,96.0,0.0,0.8,360.0,79.0,1013.7,-2.2
1483416000000000000,0.004,0.03,0.025,0.9,GOOD,83.0,0.0,2.2,270.0,72.0,1014.1,-2.4
1483419600000000000,0.004,0.045,0.012,0.9,NORMAL,84.0,0.0,1.9,290.0,73.0,1014.1,-2.9
1483423200000000000,0.004,0.052,0.004,1.1,NORMAL,87.0,0.0,1.4,270.0,73.0,1013.9,-3.4
1483426800000000000,0.005,0.058,0.003,1.2,GOOD,95.0,0.0,1.4,250.0,72.0,1014.2,-4.1
1483430400000000000,0.006,0.064,0.004,1.4,GOOD,108.0,0.0,1.2,270.0,67.0,1014.6,-3.1
1483434000000000000,0.006,0.062,0.005,1.3,GOOD,104.0,0.0,0.1,0.0,60.0,1015.0,-0.7
1483437600000000000,0.0069999999999999,0.063,0.006,1.3,GOOD,99.0,0.0,0.8,250.0,55.0,1015.0,2.1
1483441200000000000,0.0069999999999999,0.058,0.008,1.1,GOOD,94.0,0.0,1.2,200.0,53.0,1014.7,6.2
1483444800000000000,0.0069999999999999,0.052,0.013,0.9,NORMAL,65.0,0.0,2.4,200.0,44.0,1014.0,9.0
1483448400000000000,0.006,0.042,0.022,0.7,BAD,53.0,0.0,3.0,200.0,39.0,1013.2,12.5
1483452000000000000,0.006,0.051,0.021,0.7,NORMAL,63.0,0.0,3.2,250.0,43.0,1012.7,11.8
1483455600000000000,0.005,0.036,0.028,0.6,BAD,57.0,0.0,3.7,250.0,47.0,1012.6,9.7
1483459200000000000,0.005,0.037,0.024,0.5,VERY BAD,36.0,0.0,3.3,230.0,48.0,1012.4,7.1
1483462800000000000,0.004,0.041,0.02,0.5,VERY BAD,23.0,0.0,2.8,270.0,56.0,1012.4,2.9
1483466400000000000,0.004,0.043,0.018,0.5,VERY BAD,20.0,0.0,2.6,270.0,60.0,1012.1,0.4
1483470000000000000,0.004,0.05,0.015,0.6,VERY BAD,13.0,0.0,1.9,270.0,61.0,1012.4,0.0
1483473600000000000,0.004,0.058,0.006,0.6,VERY BAD,19.0,0.0,2.1,270.0,61.0,1012.7,-0.4
1483477200000000000,0.004,0.059,0.006,0.6,VERY BAD,15.0,0.0,1.8,270.0,60.0,1012.8,-0.7
1483480800000000000,0.004,0.063,0.003,0.7,VERY BAD,20.0,0.0,1.6,270.0,63.0,1012.8,-0.9
1483484400000000000,0.005,0.067,0.003,0.9,VERY BAD,22.0,0.0,0.9,290.0,68.0,1012.8,-1.3
1483488000000000000,0.006,0.066,0.004,1.1,VERY BAD,29.0,0.0,0.4,0.0,71.0,1013.0,-0.8
1483491600000000000,0.006,0.062,0.003,1.1,VERY BAD,30.0,0.0,0.2,0.0,72.0,1012.6,-0.1
1483495200000000000,0.006,0.059,0.003,1.0,VERY BAD,32.0,0.0,0.7,360.0,70.0,1012.6,-0.4
1483498800000000000,0.005,0.055,0.003,0.9,VERY BAD,26.0,0.0,0.5,20.0,70.0,1012.7,-0.1
1483502400000000000,0.005,0.05,0.003,0.9,VERY BAD,29.0,0.0,0.7,20.0,70.0,1012.5,0.0
1483506000000000000,0.005,0.051,0.003,0.9,VERY BAD,34.0,0.0,1.0,20.0,72.0,1012.6,0.1
1483509600000000000,0.006,0.054,0.003,1.0,VERY BAD,33.0,0.0,1.1,360.0,74.0,1012.3,0.1
1483513200000000000,0.0069999999999999,0.059,0.003,1.1,VERY BAD,36.0,0.0,1.2,20.0,74.0,1012.8,-0.1
1483516800000000000,0.006,0.052,0.004,1.0,VERY BAD,35.0,0.0,0.8,360.0,77.0,1013.3,-0.8
1483520400000000000,0.006,0.051,0.005,0.9,VERY BAD,39.0,0.0,0.9,360.0,73.0,1013.9,0.1
1483524000000000000,0.006,0.051,0.0069999999999999,0.9,VERY BAD,39.0,0.0,2.4,270.0,75.0,1014.2,3.1
1483527600000000000,0.008,0.07,0.0069999999999999,1.3,BAD,50.0,0.0,2.4,270.0,65.0,1014.4,9.9
1483531200000000000,0.008,0.071,0.008,1.2,NORMAL,75.0,0.0,3.5,270.0,56.0,1013.4,13.5
1483534800000000000,0.008,0.052,0.018,0.9,NORMAL,61.0,0.0,2.9,250.0,51.0,1012.8,15.1
1483538400000000000,0.0069999999999999,0.047,0.021,0.7,BAD,57.0,0.0,3.5,230.0,45.0,1012.4,14.6
1483542000000000000,0.006,0.039,0.026,0.6,VERY BAD,45.0,0.0,2.8,250.0,32.0,1012.1,12.4
1483545600000000000,0.006,0.042,0.022,0.7,VERY BAD,43.0,0.0,3.5,270.0,35.0,1012.3,9.0
1483549200000000000,0.006,0.05,0.014,0.7,VERY BAD,43.0,0.0,2.5,270.0,37.0,1012.2,3.6
1483552800000000000,0.005,0.052,0.01,0.8,VERY BAD,41.0,0.0,2.3,270.0,40.0,1013.1,1.3
1483556400000000000,0.005,0.053,0.01,0.8,VERY BAD,37.0,0.0,2.5,290.0,42.0,1013.7,0.2
1483560000000000000,0.005,0.063,0.004,0.9,VERY BAD,41.0,0.0,2.8,270.0,48.0,1013.8,-0.8
1483563600000000000,0.006,0.062,0.004,1.0,VERY BAD,41.0,0.0,1.0,110.0,45.0,1013.8,-0.5
1483567200000000000,0.006,0.064,0.004,1.1,BAD,47.0,0.0,1.0,290.0,49.0,1013.9,-0.9
1483570800000000000,0.006,0.065,0.004,1.2,BAD,47.0,0.0,0.4,0.0,51.0,1014.2,-1.0
1483574400000000000,0.006,0.058,0.004,1.1,VERY BAD,49.0,0.0,1.3,230.0,50.0,1014.5,-1.6
1483578000000000000,0.005,0.056,0.004,1.1,VERY BAD,51.0,0.0,0.8,270.0,56.0,1014.9,-1.8
1483581600000000000,0.004,0.05,0.004,1.0,BAD,51.0,0.0,0.3,0.0,60.0,1015.1,-2.4
1483585200000000000,0.004,0.046,0.004,1.0,VERY BAD,49.0,0.0,1.4,50.0,57.0,1015.2,-2.2
1483588800000000000,0.004,0.042,0.004,1.0,VERY BAD,48.0,0.0,0.7,20.0,54.0,1015.3,-1.5
1483592400000000000,0.004,0.045,0.004,1.0,VERY BAD,50.0,0.0,1.9,20.0,57.0,1015.2,-1.6
1483596000000000000,0.004,0.04,0.0069999999999999,0.8,VERY BAD,46.0,0.0,1.7,50.0,56.0,1015.3,-1.3
1483599600000000000,0.004,0.026,0.019,0.6,VERY BAD,33.0,0.0,2.6,50.0,54.0,1015.8,-1.3
1483603200000000000,0.004,0.033,0.017,0.6,VERY BAD,28.0,0.0,2.6,70.0,51.0,1016.2,-0.8
1483606800000000000,0.004,0.037,0.013,0.6,VERY BAD,26.0,0.0,2.1,70.0,47.0,1016.6,1.4
1483610400000000000,0.004,0.036,0.015,0.5,VERY BAD,28.0,0.0,3.4,50.0,43.0,1017.1,1.4
1483614000000000000,0.004,0.02,0.028,0.4,VERY BAD,14.0,0.0,3.1,50.0,46.0,1017.2,2.6
1483617600000000000,0.004,0.019,0.03,0.4,VERY BAD,9.0,0.0,3.1,50.0,47.0,1016.9,5.0
1483621200000000000,0.004,0.019,0.03,0.4,VERY BAD,8.0,0.0,4.6,50.0,50.0,1016.4,5.9
1483624800000000000,0.004,0.02,0.029,0.4,VERY BAD,6.0,0.0,5.0,70.0,50.0,1016.1,7.9
1483628400000000000,0.004,0.024,0.028,0.3,VERY BAD,4.0,0.0,4.0,70.0,49.0,1016.3,7.8
1483632000000000000,0.005,0.026,0.026,0.3,VERY BAD,1.0,0.0,4.3,50.0,49.0,1016.4,6.2
1483635600000000000,0.004,0.036,0.017,0.5,VERY BAD,9.0,0.0,4.3,50.0,49.0,1016.5,4.9
1483639200000000000,0.004,0.038,0.013,0.6,VERY BAD,4.0,0.0,3.7,50.0,50.0,1016.8,3.8
1483642800000000000,0.003,0.029,0.018,0.5,VERY BAD,3.0,0.0,3.9,50.0,52.0,1017.1,3.2
1483646400000000000,0.004,0.026,0.022,0.4,VERY BAD,2.0,0.0,4.9,50.0,54.0,1017.5,2.5
1483650000000000000,0.003,0.023,0.024,0.4,VERY BAD,1.0,0.0,4.8,50.0,55.0,1017.7,2.6
1483653600000000000,0.003,0.024,0.024,0.4,VERY BAD,1.0,0.0,4.2,50.0,56.0,1017.9,2.4
1483657200000000000,0.003,0.02,0.027,0.4,BAD,1.0,0.0,4.7,50.0,57.0,1017.8,1.9
1483660800000000000,0.003,0.017,0.029,0.3,VERY BAD,1.0,0.0,4.2,50.0,57.0,1017.8,1.2
1483664400000000000,0.003,0.012,0.034,0.3,VERY BAD,1.0,0.0,4.2,50.0,57.0,1017.7,2.0
1483668000000000000,0.003,0.012,0.033,0.3,VERY BAD,1.0,0.0,4.2,50.0,58.0,1017.6,1.4
1483671600000000000,0.003,0.012,0.033,0.3,VERY BAD,1.0,0.0,4.1,50.0,59.0,1017.8,1.3
1483675200000000000,0.003,0.013,0.032,0.3,VERY BAD,1.0,0.0,3.3,50.0,60.0,1017.4,0.8
1483678800000000000,0.003,0.019,0.026,0.3,VERY BAD,1.0,0.0,3.2,50.0,60.0,1017.3,0.8
1483682400000000000,0.003,0.028,0.019,0.3,VERY BAD,1.0,0.0,3.3,50.0,62.0,1017.3,0.9
1483686000000000000,0.003,0.036,0.011,0.3,VERY BAD,1.0,0.0,2.9,50.0,62.0,1017.9,0.8
1483689600000000000,0.003,0.036,0.011,0.4,VERY BAD,1.0,0.0,3.2,50.0,64.0,1017.6,-0.5
1483693200000000000,0.003,0.033,0.014,0.4,VERY BAD,1.0,0.0,3.2,50.0,61.0,1017.9,1.6
1483696800000000000,0.004,0.03,0.017,0.4,VERY BAD,1.0,0.0,2.4,70.0,58.0,1018.1,5.1
1483700400000000000,0.004,0.022,0.023,0.3,VERY BAD,4.0,0.0,2.0,70.0,53.0,1017.8,8.7
1483704000000000000,0.005,0.022,0.027,0.4,VERY BAD,4.0,0.0,1.5,50.0,46.0,1016.7,15.4
1483707600000000000,0.004,0.023,0.027,0.4,VERY BAD,5.0,0.0,1.4,140.0,46.0,1015.9,18.8
1483711200000000000,0.004,0.027,0.024,0.4,VERY BAD,5.0,0.0,1.9,250.0,48.0,1015.1,12.8
1483714800000000000,0.004,0.028,0.025,0.4,VERY BAD,9.0,0.0,1.3,270.0,44.0,1014.4,15.6
1483718400000000000,0.004,0.034,0.02,0.5,VERY BAD,16.0,0.0,1.5,160.0,45.0,1014.2,11.9
1483722000000000000,0.004,0.05,0.009,0.6,VERY BAD,17.0,0.0,1.3,250.0,51.0,1014.3,6.0
1483725600000000000,0.005,0.062,0.003,0.8,VERY BAD,23.0,0.0,1.3,270.0,57.0,1014.5,2.8
1483729200000000000,0.004,0.058,0.003,0.7,VERY BAD,24.0,0.0,1.9,270.0,62.0,1015.0,1.8
1483732800000000000,0.005,0.06,0.003,0.8,VERY BAD,27.0,0.0,1.5,250.0,65.0,1015.0,0.6
1483736400000000000,0.005,0.061,0.004,0.9,VERY BAD,30.0,0.0,1.1,320.0,67.0,1014.9,0.0
1483740000000000000,0.006,0.062,0.003,1.0,VERY BAD,31.0,0.0,0.3,0.0,70.0,1014.9,-0.8
1483743600000000000,0.006,0.06,0.003,1.1,VERY BAD,34.0,0.0,0.7,360.0,70.0,1014.7,-0.5
1483747200000000000,0.004,0.052,0.003,0.9,VERY BAD,35.0,0.0,1.3,50.0,72.0,1014.0,-0.8
1483750800000000000,0.004,0.05,0.003,1.0,VERY BAD,33.0,0.0,0.4,0.0,73.0,1013.8,-0.9
1483754400000000000,0.003,0.046,0.003,0.9,VERY BAD,32.0,0.0,0.9,20.0,76.0,1013.6,-1.1
1483758000000000000,0.003,0.042,0.003,0.9,VERY BAD,31.0,0.0,1.0,360.0,78.0,1013.8,-1.4
1483761600000000000,0.003,0.038,0.003,0.7,VERY BAD,30.0,0.0,0.7,20.0,81.0,1013.2,-1.5
1483765200000000000,0.003,0.037,0.003,0.7,VERY BAD,26.0,0.0,0.7,360.0,82.0,1013.0,-1.7
1483768800000000000,0.003,0.036,0.003,0.7,VERY BAD,26.0,0.0,0.9,20.0,82.0,1013.0,-2.0
1483772400000000000,0.003,0.037,0.003,0.7,VERY BAD,25.0,0.0,0.9,360.0,84.0,1013.3,-2.0
1483776000000000000,0.003,0.035,0.004,0.7,VERY BAD,28.0,0.0,1.5,50.0,85.0,1013.6,-2.0
1483779600000000000,0.003,0.036,0.005,0.7,VERY BAD,30.0,0.0,1.7,50.0,77.0,1013.7,0.2
1483783200000000000,0.003,0.033,0.008,0.6,VERY BAD,28.0,0.0,2.6,50.0,73.0,1012.9,1.9
1483786800000000000,0.005,0.041,0.008,0.7,VERY BAD,34.0,0.0,1.2,90.0,58.0,1013.2,6.9
1483790400000000000,0.005,0.052,0.008,0.8,VERY BAD,45.0,0.0,0.9,20.0,51.0,1012.1,15.0
1483794000000000000,0.005,0.049,0.013,0.7,BAD,50.0,0.0,1.0,340.0,49.0,1010.5,16.3
1483797600000000000,0.004,0.053,0.015,0.6,VERY BAD,48.0,0.0,2.9,290.0,51.0,1009.7,14.4
1483801200000000000,0.004,0.055,0.013,0.6,VERY BAD,52.0,0.0,1.9,270.0,51.0,1008.9,13.3
1483804800000000000,0.004,0.058,0.008,0.7,VERY BAD,53.0,0.0,2.5,290.0,51.0,1008.8,9.7
1483808400000000000,0.004,0.064,0.004,0.7,BAD,57.0,0.0,1.8,270.0,55.0,1008.4,6.6
1483812000000000000,0.004,0.069,0.003,0.8,BAD,59.0,0.0,1.5,270.0,60.0,1008.3,2.8
1483815600000000000,0.004,0.065,0.003,0.8,BAD,55.0,0.0,1.4,270.0,61.0,1008.3,1.5
1483819200000000000,0.005,0.067,0.004,1.0,BAD,61.0,0.0,1.8,50.0,60.0,1008.1,0.0
1483822800000000000,0.005,0.067,0.004,1.0,NORMAL,69.0,0.0,1.4,50.0,59.0,1008.4,-0.1
1483826400000000000,0.004,0.056,0.004,0.8,BAD,54.0,0.0,1.6,50.0,61.0,1008.7,-0.3
1483830000000000000,0.003,0.042,0.0069999999999999,0.6,VERY BAD,38.0,0.0,2.6,50.0,64.0,1009.0,-0.1
1483833600000000000,0.003,0.027,0.021,0.5,VERY BAD,25.0,0.0,2.9,50.0,61.0,1008.8,0.7
1483837200000000000,0.004,0.031,0.018,0.5,VERY BAD,22.0,0.0,2.6,70.0,57.0,1008.5,1.7
1483840800000000000,0.004,0.033,0.016,0.5,VERY BAD,19.0,0.0,1.9,70.0,56.0,1008.2,2.1
1483844400000000000,0.004,0.046,0.006,0.8,VERY BAD,23.0,0.0,2.0,70.0,58.0,1007.8,2.4
1483848000000000000,0.004,0.038,0.008,0.7,VERY BAD,29.0,0.0,2.2,50.0,60.0,1007.2,0.7
1483851600000000000,0.004,0.034,0.012,0.6,VERY BAD,25.0,0.0,1.6,70.0,61.0,1006.3,0.3
1483855200000000000,0.004,0.027,0.019,0.5,VERY BAD,18.0,0.0,2.7,70.0,64.0,1005.8,0.5
1483858800000000000,0.004,0.019,0.027,0.5,VERY BAD,15.0,0.0,3.1,70.0,66.0,1005.8,0.7
1483862400000000000,0.004,0.021,0.025,0.4,VERY BAD,14.0,0.0,2.6,70.0,68.0,1005.6,0.6
1483866000000000000,0.004,0.018,0.031,0.4,VERY BAD,7.0,0.0,2.7,70.0,63.0,1005.9,3.7
1483869600000000000,0.004,0.018,0.032,0.5,VERY BAD,8.0,0.0,3.0,50.0,61.0,1005.9,7.0
1483873200000000000,0.005,0.014,0.037,0.4,VERY BAD,9.0,0.0,2.3,50.0,51.0,1005.3,14.6
1483876800000000000,0.005,0.013,0.04,0.4,VERY BAD,4.0,0.0,2.0,50.0,49.0,1004.2,16.0
1483880400000000000,0.004,0.022,0.034,0.4,VERY BAD,9.0,0.0,0.9,20.0,49.0,1003.0,13.9
1483884000000000000,0.005,0.03,0.027,0.5,VERY BAD,12.0,0.0,2.7,270.0,50.0,1002.1,14.4
1483887600000000000,0.005,0.034,0.023,0.5,VERY BAD,14.0,0.0,2.9,290.0,53.0,1001.8,11.8
1483891200000000000,0.004,0.041,0.014,0.6,VERY BAD,19.0,0.0,2.6,290.0,54.0,1001.8,10.1
1483894800000000000,0.004,0.036,0.018,0.6,VERY BAD,19.0,0.0,2.3,290.0,55.0,1001.5,8.2
1483898400000000000,0.004,0.034,0.02,0.5,VERY BAD,18.0,0.0,2.8,270.0,57.0,1001.5,6.5
1483902000000000000,0.004,0.021,0.031,0.5,VERY BAD,18.0,0.0,3.2,290.0,61.0,1001.8,5.8
1483905600000000000,0.004,0.019,0.033,0.5,VERY BAD,17.0,0.0,3.1,270.0,67.0,1001.9,5.4
1483909200000000000,0.004,0.018,0.031,0.6,VERY BAD,20.0,0.0,2.9,270.0,72.0,1002.0,4.9
1483912800000000000,0.004,0.02,0.029,0.6,VERY BAD,23.0,0.0,4.2,250.0,75.0,1002.2,4.7
1483916400000000000,0.004,0.021,0.028,0.6,VERY BAD,27.0,0.0,2.8,270.0,75.0,1002.6,4.3
1483920000000000000,0.004,0.016,0.034,0.6,VERY BAD,35.0,0.0,3.4,270.0,75.0,1002.5,3.7
1483923600000000000,0.004,0.012,0.04,0.6,VERY BAD,34.0,0.0,3.3,270.0,73.0,1002.7,3.6
1483927200000000000,0.004,0.011,0.041,0.6,VERY BAD,35.0,0.0,1.9,250.0,77.0,1002.9,3.4
1483930800000000000,0.004,0.013,0.037,0.6,VERY BAD,34.0,0.0,2.4,270.0,75.0,1003.2,3.2
1483934400000000000,0.005,0.012,0.039,0.6,VERY BAD,43.0,0.0,3.3,270.0,76.0,1003.0,3.1
1483938000000000000,0.004,0.013,0.04,0.6,VERY BAD,41.0,0.0,2.9,270.0,74.0,1003.2,2.9
1483941600000000000,0.004,0.018,0.035,0.6,VERY BAD,42.0,0.0,3.4,270.0,76.0,1003.6,2.7
1483945200000000000,0.005,0.025,0.031,0.7,VERY BAD,42.0,0.0,3.5,270.0,74.0,1004.4,2.4
1483948800000000000,0.005,0.029,0.024,0.9,VERY BAD,51.0,0.0,3.5,270.0,76.0,1005.3,1.0
1483952400000000000,0.006,0.03,0.02,1.2,NORMAL,86.0,0.0,3.0,270.0,70.0,1006.1,1.6
1483956000000000000,0.006,0.028,0.024,1.2,NORMAL,97.0,0.0,2.4,290.0,67.0,1006.9,4.3
1483959600000000000,0.006,0.027,0.026,1.1,NORMAL,92.0,0.0,2.9,270.0,63.0,1007.2,6.0
1483963200000000000,0.0069999999999999,0.023,0.031,0.9,NORMAL,84.0,0.0,3.7,270.0,57.0,1007.3,11.6
1483966800000000000,0.008,0.022,0.034,0.8,BAD,77.0,0.0,3.7,250.0,51.0,1007.0,14.5
1483970400000000000,0.0069999999999999,0.019,0.04,0.6,BAD,61.0,0.0,4.0,320.0,49.0,1006.5,14.2
1483974000000000000,0.0069999999999999,0.021,0.038,0.5,VERY BAD,48.0,0.0,3.7,290.0,44.0,1006.6,11.6
1483977600000000000,0.0069999999999999,0.019,0.039,0.4,VERY BAD,44.0,0.0,3.3,290.0,43.0,1006.9,8.4
1483981200000000000,0.0069999999999999,0.022,0.037,0.2,VERY BAD,45.0,0.0,3.7,290.0,46.0,1007.5,2.2
1483984800000000000,0.005,0.024,0.034,0.4,VERY BAD,52.0,0.0,3.1,270.0,47.0,1007.8,-0.7
1483988400000000000,0.006,0.025,0.031,0.5,VERY BAD,41.0,0.0,4.2,270.0,48.0,1008.4,-0.8
1483992000000000000,0.005,0.019,0.035,0.5,VERY BAD,43.0,0.0,3.3,270.0,51.0,1008.8,-1.3
1483995600000000000,0.005,0.024,0.03,0.5,VERY BAD,44.0,0.0,3.3,320.0,53.0,1009.0,-2.0
1483999200000000000,0.005,0.031,0.021,0.6,VERY BAD,42.0,0.0,2.4,290.0,56.0,1009.3,-2.7
1484002800000000000,0.005,0.035,0.018,0.6,VERY BAD,40.0,0.0,2.7,270.0,58.0,1009.4,-3.4
1484006400000000000,0.004,0.028,0.022,0.6,VERY BAD,43.0,0.0,2.4,270.0,64.0,1009.8,-3.9
1484010000000000000,0.004,0.023,0.025,0.5,VERY BAD,37.0,0.0,2.6,270.0,64.0,1010.3,-4.3
1484013600000000000,0.003,0.014,0.034,0.4,VERY BAD,33.0,0.0,2.6,250.0,59.0,1010.8,-4.7
1484017200000000000,0.004,0.012,0.036,0.4,VERY BAD,22.0,0.0,2.8,270.0,57.0,1011.4,-5.0
1484020800000000000,0.004,0.013,0.034,0.4,VERY BAD,15.0,0.0,2.3,270.0,61.0,1011.4,-5.4
1484024400000000000,0.004,0.015,0.031,0.4,VERY BAD,17.0,0.0,1.5,250.0,61.0,1011.5,-5.7
1484028000000000000,0.004,0.023,0.023,0.4,VERY BAD,15.0,0.0,1.3,290.0,62.0,1011.6,-6.1
1484031600000000000,0.004,0.03,0.019,0.4,VERY BAD,11.0,0.0,1.0,250.0,62.0,1012.4,-6.4
1484035200000000000,0.004,0.037,0.011,0.5,VERY BAD,12.0,0.0,1.2,230.0,62.0,1012.6,-6.3
1484038800000000000,0.004,0.027,0.02,0.5,VERY BAD,10.0,0.0,1.1,230.0,54.0,1012.7,-2.0
1484042400000000000,0.005,0.021,0.026,0.5,VERY BAD,13.0,0.0,2.1,290.0,48.0,1013.3,2.5
1484046000000000000,0.005,0.022,0.026,0.5,VERY BAD,16.0,0.0,3.5,270.0,49.0,1013.4,6.6
1484049600000000000,0.004,0.017,0.03,0.5,VERY BAD,22.0,0.0,4.3,270.0,50.0,1012.8,4.0
1484053200000000000,0.005,0.016,0.033,0.4,VERY BAD,18.0,0.0,4.1,270.0,44.0,1012.0,11.8
1484056800000000000,0.004,0.014,0.036,0.3,VERY BAD,12.0,0.0,5.1,270.0,30.0,1011.5,10.7
1484060400000000000,0.004,0.012,0.037,0.3,VERY BAD,6.0,0.0,5.1,290.0,28.0,1011.6,7.5
